batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,max_total_run_x,crr,rrr,results
Gujarat Titans,Chennai Super Kings,Ahmedabad,179,119,10,179,0.0,9.03,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,179,118,10,179,0.0,9.1,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,179,117,10,179,0.0,9.18,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,178,116,10,179,1.5,9.21,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,176,115,10,179,3.6,9.18,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,176,114,10,179,3.0,9.26,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,170,113,10,179,7.71,9.03,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,166,112,10,179,9.75,8.89,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,165,111,10,179,9.33,8.92,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,165,110,10,179,8.4,9.0,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,161,109,10,179,9.82,8.86,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,161,108,10,179,9.0,8.94,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,160,107,10,179,8.77,8.97,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,159,106,10,179,8.57,9.0,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,158,105,10,179,8.4,9.03,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,157,104,10,179,8.25,9.06,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,151,103,10,179,9.88,8.8,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,150,102,10,179,9.67,8.82,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,150,101,10,179,9.16,8.91,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,149,100,10,179,9.0,8.94,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,148,99,10,179,8.86,8.97,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,144,98,10,179,9.55,8.82,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,143,97,10,179,9.39,8.85,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,142,96,10,179,9.25,8.88,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,142,95,9,179,8.88,8.97,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,138,94,9,179,9.46,8.81,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,134,95,9,179,10.8,8.46,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,133,94,9,179,10.62,8.49,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,131,93,9,179,10.67,8.45,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,125,92,9,179,11.57,8.15,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,125,91,9,179,11.17,8.24,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,124,90,9,179,11.0,8.27,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,123,89,9,179,10.84,8.29,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,123,89,9,179,10.84,8.29,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,123,88,9,179,10.5,8.39,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,123,87,9,179,10.18,8.48,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,119,86,9,179,10.59,8.3,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,118,85,9,179,10.46,8.33,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,114,84,9,179,10.83,8.14,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,113,83,9,179,10.7,8.17,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,111,82,9,179,10.74,8.12,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,111,81,9,179,10.46,8.22,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,110,80,9,179,10.35,8.25,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,110,79,9,179,10.1,8.35,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,108,78,9,179,10.14,8.31,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,108,77,9,179,9.91,8.42,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,107,76,9,179,9.82,8.45,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,103,75,9,179,10.13,8.24,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,102,74,9,179,10.04,8.27,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,98,73,9,179,10.34,8.05,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,97,72,9,179,10.25,8.08,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,96,71,9,179,10.16,8.11,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,95,70,9,179,10.08,8.14,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,95,69,9,179,9.88,8.26,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,93,68,9,179,9.92,8.21,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,92,67,9,179,9.85,8.24,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,90,66,9,179,9.89,8.18,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,89,65,9,179,9.82,8.22,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,89,64,9,179,9.64,8.34,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,89,63,8,179,9.47,8.48,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,87,62,8,179,9.52,8.42,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,87,61,8,179,9.36,8.56,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,86,60,8,179,9.3,8.6,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,86,59,8,179,9.15,8.75,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,85,58,8,179,9.1,8.79,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,84,57,8,179,9.05,8.84,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,83,56,8,179,9.0,8.89,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,79,55,8,179,9.23,8.62,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,73,54,8,179,9.64,8.11,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,72,53,8,179,9.58,8.15,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,71,52,8,179,9.53,8.19,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,70,51,8,179,9.48,8.24,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,69,50,8,179,9.43,8.28,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,69,49,8,179,9.3,8.45,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,68,48,8,179,9.25,8.5,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,68,47,7,179,9.12,8.68,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,68,46,7,179,9.0,8.87,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,68,45,7,179,8.88,9.07,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,68,44,7,179,8.76,9.27,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,66,43,7,179,8.81,9.21,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,65,42,7,179,8.77,9.29,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,64,41,7,179,8.73,9.37,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,64,40,7,179,8.62,9.6,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,60,39,7,179,8.81,9.23,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,59,38,7,179,8.78,9.32,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,58,37,7,179,8.75,9.41,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,57,36,7,179,8.71,9.5,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,56,35,7,179,8.68,9.6,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,52,34,7,179,8.86,9.18,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,51,35,7,179,9.04,8.74,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,50,34,7,179,9.0,8.82,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,48,33,7,179,9.03,8.73,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,47,32,7,179,9.0,8.81,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,41,31,7,179,9.3,7.94,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,41,30,6,179,9.2,8.2,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,40,29,6,179,9.16,8.28,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,39,28,6,179,9.13,8.36,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,35,27,6,179,9.29,7.78,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,34,26,6,179,9.26,7.85,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,34,25,6,179,9.16,8.16,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,34,24,6,179,9.06,8.5,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,33,23,6,179,9.03,8.61,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,32,22,6,179,9.0,8.73,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,32,21,6,179,8.91,9.14,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,31,20,6,179,8.88,9.3,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,31,19,6,179,8.79,9.79,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,30,18,6,179,8.76,10.0,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,30,17,6,179,8.68,10.59,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,30,16,6,179,8.6,11.25,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,29,15,6,179,8.57,11.6,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,23,14,6,179,8.83,9.86,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,23,13,6,179,8.75,10.62,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,23,12,5,179,8.67,11.5,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,23,11,5,179,8.59,12.55,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,19,10,5,179,8.73,11.4,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,18,9,5,179,8.7,12.0,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,12,8,5,179,8.95,9.0,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,8,7,5,179,9.08,6.86,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,8,6,5,179,9.0,8.0,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,7,5,5,179,8.97,8.4,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,1,4,5,179,9.21,1.5,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,192,119,10,192,0.0,9.68,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,191,118,10,192,3.0,9.71,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,190,117,10,192,4.0,9.74,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,189,116,10,192,4.5,9.78,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,183,115,10,192,10.8,9.55,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,179,114,10,192,13.0,9.42,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,179,113,9,192,11.14,9.5,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,179,112,9,192,9.75,9.59,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,175,111,9,192,11.33,9.46,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,175,110,9,192,10.2,9.55,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,175,109,9,192,9.27,9.63,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,175,108,8,192,8.5,9.72,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,171,107,8,192,9.69,9.59,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,171,106,8,192,9.0,9.68,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,170,105,8,192,8.8,9.71,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,169,104,8,192,8.62,9.75,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,169,103,8,192,8.12,9.84,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,168,102,8,192,8.0,9.88,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,168,101,8,192,7.58,9.98,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,168,100,8,192,7.2,10.08,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,168,99,8,192,6.86,10.18,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,168,98,8,192,6.55,10.29,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,164,97,8,192,7.3,10.14,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,163,96,8,192,7.25,10.19,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,163,95,8,192,6.96,10.29,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,163,94,7,192,6.69,10.4,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,163,93,7,192,6.44,10.52,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,159,92,7,192,7.07,10.37,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,157,91,7,192,7.24,10.35,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,157,90,7,192,7.0,10.47,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,157,89,7,192,6.77,10.58,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,156,88,7,192,6.75,10.64,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,155,87,7,192,6.73,10.69,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,154,86,7,192,6.71,10.74,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,154,85,7,192,6.51,10.87,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,150,84,7,192,7.0,10.71,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,146,83,7,192,7.46,10.55,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,145,83,7,192,7.62,10.48,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,144,82,7,192,7.58,10.54,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,144,81,7,192,7.38,10.67,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,144,80,7,192,7.2,10.8,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,143,79,7,192,7.17,10.86,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,142,78,7,192,7.14,10.92,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,140,77,7,192,7.26,10.91,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,139,76,7,192,7.23,10.97,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,138,75,7,192,7.2,11.04,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,137,74,7,192,7.17,11.11,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,133,73,7,192,7.53,10.93,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,132,72,7,192,7.5,11.0,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,128,71,7,192,7.84,10.82,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,122,70,7,192,8.4,10.46,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,121,69,7,192,8.35,10.52,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,121,68,7,192,8.19,10.68,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,117,67,7,192,8.49,10.48,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,117,66,7,192,8.33,10.64,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,117,65,7,192,8.18,10.8,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,117,64,6,192,8.04,10.97,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,116,63,6,192,8.0,11.05,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,115,62,6,192,7.97,11.13,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,113,61,6,192,8.03,11.11,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,112,60,6,192,8.0,11.2,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,112,59,5,192,7.87,11.39,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,111,58,5,192,7.84,11.48,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,111,57,5,192,7.71,11.68,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,110,56,5,192,7.69,11.79,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,109,55,5,192,7.66,11.89,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,109,54,5,192,7.55,12.11,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,107,53,5,192,7.61,12.11,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,107,52,5,192,7.5,12.35,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,103,51,5,192,7.74,12.12,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,102,50,5,192,7.71,12.24,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,102,49,5,192,7.61,12.49,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,101,48,5,192,7.58,12.62,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,100,47,5,192,7.56,12.77,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,94,46,5,192,7.95,12.26,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,94,45,5,192,7.84,12.53,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,93,44,5,192,7.82,12.68,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,92,43,5,192,7.79,12.84,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,92,42,5,192,7.69,13.14,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,91,41,5,192,7.67,13.32,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,87,40,5,192,7.88,13.05,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,85,39,5,192,7.93,13.08,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,83,38,5,192,7.98,13.11,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,76,37,5,192,8.39,12.32,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,75,36,5,192,8.36,12.5,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,75,35,5,192,8.26,12.86,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,74,34,5,192,8.23,13.06,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,73,35,5,192,8.4,12.51,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,72,34,5,192,8.37,12.71,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,66,33,5,192,8.69,12.0,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,62,32,5,192,8.86,11.62,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,62,31,4,192,8.76,12.0,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,56,30,4,192,9.07,11.2,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,55,29,4,192,9.03,11.38,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,54,28,4,192,9.0,11.57,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,54,27,3,192,8.9,12.0,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,53,26,3,192,8.87,12.23,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,52,25,3,192,8.84,12.48,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,46,24,3,192,9.12,11.5,0
Delhi Capitals,Lucknow Super Giants,Lucknow,193,119,10,194,6.0,9.73,0
Delhi Capitals,Lucknow Super Giants,Lucknow,192,118,10,194,6.0,9.76,0
Delhi Capitals,Lucknow Super Giants,Lucknow,192,117,10,194,4.0,9.85,0
Delhi Capitals,Lucknow Super Giants,Lucknow,188,116,10,194,9.0,9.72,0
Delhi Capitals,Lucknow Super Giants,Lucknow,188,115,10,194,7.2,9.81,0
Delhi Capitals,Lucknow Super Giants,Lucknow,188,114,10,194,6.0,9.89,0
Delhi Capitals,Lucknow Super Giants,Lucknow,187,113,10,194,6.0,9.93,0
Delhi Capitals,Lucknow Super Giants,Lucknow,186,113,10,194,6.86,9.88,0
Delhi Capitals,Lucknow Super Giants,Lucknow,185,112,10,194,6.75,9.91,0
Delhi Capitals,Lucknow Super Giants,Lucknow,181,111,10,194,8.67,9.78,0
Delhi Capitals,Lucknow Super Giants,Lucknow,180,110,10,194,8.4,9.82,0
Delhi Capitals,Lucknow Super Giants,Lucknow,176,109,10,194,9.82,9.69,0
Delhi Capitals,Lucknow Super Giants,Lucknow,174,108,10,194,10.0,9.67,0
Delhi Capitals,Lucknow Super Giants,Lucknow,170,107,10,194,11.08,9.53,0
Delhi Capitals,Lucknow Super Giants,Lucknow,166,107,10,194,12.92,9.31,0
Delhi Capitals,Lucknow Super Giants,Lucknow,165,106,10,194,12.43,9.34,0
Delhi Capitals,Lucknow Super Giants,Lucknow,165,105,10,194,11.6,9.43,0
Delhi Capitals,Lucknow Super Giants,Lucknow,165,104,10,194,10.88,9.52,0
Delhi Capitals,Lucknow Super Giants,Lucknow,161,103,10,194,11.65,9.38,0
Delhi Capitals,Lucknow Super Giants,Lucknow,161,102,10,194,11.0,9.47,0
Delhi Capitals,Lucknow Super Giants,Lucknow,160,101,10,194,10.74,9.5,0
Delhi Capitals,Lucknow Super Giants,Lucknow,160,100,10,194,10.2,9.6,0
Delhi Capitals,Lucknow Super Giants,Lucknow,160,99,10,194,9.71,9.7,0
Delhi Capitals,Lucknow Super Giants,Lucknow,160,98,10,194,9.27,9.8,0
Delhi Capitals,Lucknow Super Giants,Lucknow,158,97,10,194,9.39,9.77,0
Delhi Capitals,Lucknow Super Giants,Lucknow,154,96,10,194,10.0,9.62,0
Delhi Capitals,Lucknow Super Giants,Lucknow,154,95,10,194,9.6,9.73,0
Delhi Capitals,Lucknow Super Giants,Lucknow,153,94,10,194,9.46,9.77,0
Delhi Capitals,Lucknow Super Giants,Lucknow,153,93,10,194,9.11,9.87,0
Delhi Capitals,Lucknow Super Giants,Lucknow,153,92,9,194,8.79,9.98,0
Delhi Capitals,Lucknow Super Giants,Lucknow,153,91,8,194,8.48,10.09,0
Delhi Capitals,Lucknow Super Giants,Lucknow,152,90,8,194,8.4,10.13,0
Delhi Capitals,Lucknow Super Giants,Lucknow,152,89,8,194,8.13,10.25,0
Delhi Capitals,Lucknow Super Giants,Lucknow,152,88,8,194,7.88,10.36,0
Delhi Capitals,Lucknow Super Giants,Lucknow,152,89,8,194,8.13,10.25,0
Delhi Capitals,Lucknow Super Giants,Lucknow,152,88,8,194,7.88,10.36,0
Delhi Capitals,Lucknow Super Giants,Lucknow,151,87,8,194,7.82,10.41,0
Delhi Capitals,Lucknow Super Giants,Lucknow,147,86,8,194,8.29,10.26,0
Delhi Capitals,Lucknow Super Giants,Lucknow,147,85,8,194,8.06,10.38,0
Delhi Capitals,Lucknow Super Giants,Lucknow,147,84,8,194,7.83,10.5,0
Delhi Capitals,Lucknow Super Giants,Lucknow,147,83,8,194,7.62,10.63,0
Delhi Capitals,Lucknow Super Giants,Lucknow,147,82,8,194,7.42,10.76,0
Delhi Capitals,Lucknow Super Giants,Lucknow,146,81,8,194,7.38,10.81,0
Delhi Capitals,Lucknow Super Giants,Lucknow,146,80,8,194,7.2,10.95,0
Delhi Capitals,Lucknow Super Giants,Lucknow,146,79,8,194,7.02,11.09,0
Delhi Capitals,Lucknow Super Giants,Lucknow,146,78,7,194,6.86,11.23,0
Delhi Capitals,Lucknow Super Giants,Lucknow,146,77,7,194,6.7,11.38,0
Delhi Capitals,Lucknow Super Giants,Lucknow,145,76,7,194,6.68,11.45,0
Delhi Capitals,Lucknow Super Giants,Lucknow,144,75,7,194,6.67,11.52,0
Delhi Capitals,Lucknow Super Giants,Lucknow,143,74,7,194,6.65,11.59,0
Delhi Capitals,Lucknow Super Giants,Lucknow,143,73,7,194,6.51,11.75,0
Delhi Capitals,Lucknow Super Giants,Lucknow,141,72,7,194,6.62,11.75,0
Delhi Capitals,Lucknow Super Giants,Lucknow,140,71,7,194,6.61,11.83,0
Delhi Capitals,Lucknow Super Giants,Lucknow,140,70,7,194,6.48,12.0,0
Delhi Capitals,Lucknow Super Giants,Lucknow,139,69,7,194,6.47,12.09,0
Delhi Capitals,Lucknow Super Giants,Lucknow,138,68,7,194,6.46,12.18,0
Delhi Capitals,Lucknow Super Giants,Lucknow,137,67,7,194,6.45,12.27,0
Delhi Capitals,Lucknow Super Giants,Lucknow,136,66,7,194,6.44,12.36,0
Delhi Capitals,Lucknow Super Giants,Lucknow,136,65,7,194,6.33,12.55,0
Delhi Capitals,Lucknow Super Giants,Lucknow,132,65,7,194,6.76,12.18,0
Delhi Capitals,Lucknow Super Giants,Lucknow,131,64,7,194,6.75,12.28,0
Delhi Capitals,Lucknow Super Giants,Lucknow,130,63,7,194,6.74,12.38,0
Delhi Capitals,Lucknow Super Giants,Lucknow,126,62,7,194,7.03,12.19,0
Delhi Capitals,Lucknow Super Giants,Lucknow,120,61,7,194,7.53,11.8,0
Delhi Capitals,Lucknow Super Giants,Lucknow,119,60,7,194,7.5,11.9,0
Delhi Capitals,Lucknow Super Giants,Lucknow,119,59,7,194,7.38,12.1,0
Delhi Capitals,Lucknow Super Giants,Lucknow,117,58,7,194,7.45,12.1,0
Delhi Capitals,Lucknow Super Giants,Lucknow,117,57,7,194,7.33,12.32,0
Delhi Capitals,Lucknow Super Giants,Lucknow,116,56,7,194,7.31,12.43,0
Delhi Capitals,Lucknow Super Giants,Lucknow,115,55,7,194,7.29,12.55,0
Delhi Capitals,Lucknow Super Giants,Lucknow,114,54,7,194,7.27,12.67,0
Delhi Capitals,Lucknow Super Giants,Lucknow,110,53,7,194,7.52,12.45,0
Delhi Capitals,Lucknow Super Giants,Lucknow,110,52,7,194,7.41,12.69,0
Delhi Capitals,Lucknow Super Giants,Lucknow,109,51,7,194,7.39,12.82,0
Delhi Capitals,Lucknow Super Giants,Lucknow,109,50,7,194,7.29,13.08,0
Delhi Capitals,Lucknow Super Giants,Lucknow,108,49,7,194,7.27,13.22,0
Delhi Capitals,Lucknow Super Giants,Lucknow,108,48,6,194,7.17,13.5,0
Delhi Capitals,Lucknow Super Giants,Lucknow,106,47,6,194,7.23,13.53,0
Delhi Capitals,Lucknow Super Giants,Lucknow,104,46,6,194,7.3,13.57,0
Delhi Capitals,Lucknow Super Giants,Lucknow,103,45,6,194,7.28,13.73,0
Delhi Capitals,Lucknow Super Giants,Lucknow,102,44,6,194,7.26,13.91,0
Delhi Capitals,Lucknow Super Giants,Lucknow,101,43,6,194,7.25,14.09,0
Delhi Capitals,Lucknow Super Giants,Lucknow,101,42,6,194,7.15,14.43,0
Delhi Capitals,Lucknow Super Giants,Lucknow,101,41,6,194,7.06,14.78,0
Delhi Capitals,Lucknow Super Giants,Lucknow,101,40,6,194,6.98,15.15,0
Delhi Capitals,Lucknow Super Giants,Lucknow,100,39,6,194,6.96,15.38,0
Delhi Capitals,Lucknow Super Giants,Lucknow,100,38,5,194,6.88,15.79,0
Delhi Capitals,Lucknow Super Giants,Lucknow,99,37,5,194,6.87,16.05,0
Delhi Capitals,Lucknow Super Giants,Lucknow,98,36,5,194,6.86,16.33,0
Delhi Capitals,Lucknow Super Giants,Lucknow,94,35,5,194,7.06,16.11,0
Delhi Capitals,Lucknow Super Giants,Lucknow,93,34,5,194,7.05,16.41,0
Delhi Capitals,Lucknow Super Giants,Lucknow,92,33,5,194,7.03,16.73,0
